Season,Player,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,6MOY,AS,DEF1,DEF2,NBA1,NBA2,NBA3,MVP,DPOY,ROY,MIP,CPOY,HOF
1995-1996,Scottie Pippen,77,2825.0,21.0,0.551,0.33,0.266,6.3,14.2,10.2,25.2,2.5,1.5,13.2,24.4,7.0,5.3,12.3,0.209,4.6,1.7,6.3,5.9,0,1,1,0,1,0,0,0,0,0,0,0,1
1995-1996,Shaquille O'Neal,54,1946.0,26.4,0.57,0.002,0.495,11.1,24.2,17.8,15.9,0.9,4.4,11.0,32.8,3.9,3.0,6.9,0.171,3.5,0.2,3.7,2.8,0,1,0,0,0,0,1,0,0,0,0,0,1
1995-1996,Tim Hardaway,80,2534.0,18.7,0.54,0.382,0.307,1.6,8.8,5.2,42.8,2.7,0.5,17.3,23.8,4.7,2.6,7.3,0.139,3.3,-0.1,3.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1995-1996,Toni Kukoc,81,2103.0,20.4,0.589,0.274,0.339,6.4,11.5,8.9,21.0,1.6,1.0,11.2,21.4,6.9,3.2,10.1,0.231,4.6,0.9,5.4,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
1995-1996,Vlade Divac,79,2470.0,17.4,0.544,0.022,0.366,9.5,22.2,16.0,16.3,1.6,3.7,17.5,20.6,2.2,4.0,6.1,0.119,-0.2,1.6,1.4,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1995-1996,Sarunas Marciulionis,53,1039.0,16.7,0.599,0.404,0.514,2.2,6.4,4.3,19.5,2.6,0.3,16.8,24.2,1.9,0.7,2.6,0.12,1.6,-0.3,1.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Allen Iverson,76,3045.0,18.0,0.513,0.303,0.362,4.0,7.2,5.6,33.6,2.6,0.6,16.2,28.9,3.1,1.0,4.1,0.065,2.5,-1.6,0.9,2.2,0,0,0,0,0,0,0,0,0,1,0,0,1
1996-1997,Alonzo Mourning,66,2320.0,21.6,0.578,0.01,0.638,9.8,23.4,16.8,8.8,1.3,6.3,16.6,27.5,2.8,5.6,8.4,0.174,0.5,2.5,2.9,2.9,0,1,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Arvydas Sabonis,69,1762.0,21.8,0.592,0.201,0.436,7.9,28.3,18.4,14.6,1.9,3.7,16.1,23.9,3.7,3.9,7.5,0.205,2.6,2.7,5.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Ben Wallace,34,197.0,6.0,0.347,0.0,0.435,15.1,19.3,17.2,1.4,2.1,4.2,24.7,16.6,-0.6,0.3,-0.2,-0.052,-7.6,-0.7,-8.3,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Charles Barkley,53,2009.0,23.0,0.581,0.296,0.6,12.9,27.7,20.7,20.6,1.8,0.9,14.7,23.2,5.7,3.7,9.4,0.224,4.5,1.2,5.7,3.9,0,1,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Chris Mullin,79,2733.0,17.6,0.645,0.255,0.269,3.3,10.5,6.9,19.9,2.5,0.9,17.8,17.6,6.0,1.1,7.1,0.124,2.4,0.4,2.8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Chris Webber,72,2806.0,21.8,0.554,0.129,0.268,10.1,20.8,15.5,19.9,2.3,3.7,15.0,24.6,4.3,5.0,9.3,0.159,3.1,2.2,5.3,5.1,0,1,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Clyde Drexler,62,2271.0,19.9,0.548,0.373,0.298,6.3,12.4,9.5,26.4,2.7,1.2,13.3,23.5,4.8,3.4,8.1,0.172,3.4,1.5,4.8,3.9,0,1,0,0,0,0,0,0,0,0,0,0,1
1996-1997,David Robinson,6,147.0,31.0,0.559,0.0,0.722,15.0,27.0,20.8,11.5,2.2,3.3,7.8,32.6,0.5,0.2,0.7,0.227,6.8,-0.7,6.1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Dennis Rodman,55,1947.0,13.9,0.479,0.066,0.308,18.9,32.2,25.6,11.4,0.9,0.7,25.5,10.0,2.0,4.0,6.0,0.148,0.2,0.3,0.5,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Dino Radja,25,874.0,12.6,0.471,0.003,0.209,5.4,23.8,13.9,9.2,1.3,4.1,15.9,21.6,-0.9,0.7,-0.2,-0.01,-2.9,0.1,-2.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Dominique Wilkins,63,1945.0,19.6,0.517,0.251,0.367,10.1,14.9,12.4,11.9,1.1,1.3,10.9,29.7,3.1,0.3,3.4,0.083,3.3,-3.0,0.3,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Gary Payton,82,3213.0,21.8,0.545,0.256,0.24,4.0,10.2,7.1,33.8,3.3,0.3,11.6,26.4,8.2,4.7,12.9,0.193,4.4,1.1,5.5,6.1,0,1,1,0,0,1,0,0,0,0,0,0,1
1996-1997,Grant Hill,80,3147.0,25.5,0.556,0.026,0.503,5.0,23.1,14.2,36.0,2.6,1.3,14.4,28.3,8.7,5.9,14.6,0.223,5.4,2.7,8.2,8.0,0,1,0,0,1,0,0,0,0,0,0,0,1
1996-1997,Hakeem Olajuwon,78,2852.0,22.7,0.558,0.011,0.313,7.4,21.0,14.5,16.2,2.1,4.5,14.8,30.4,3.5,5.6,9.1,0.154,1.5,2.0,3.5,3.9,0,1,0,1,1,0,0,0,0,0,0,0,1
1996-1997,Jason Kidd,55,1964.0,16.9,0.498,0.312,0.312,3.8,11.0,7.4,38.9,3.3,0.8,19.1,17.2,2.3,2.0,4.4,0.107,1.2,0.7,1.8,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Joe Dumars,79,2923.0,15.6,0.586,0.439,0.293,1.7,6.4,4.1,18.7,1.1,0.0,11.5,18.9,6.8,2.0,8.8,0.144,2.6,-1.0,1.6,2.7,0,1,0,0,0,0,0,0,0,0,0,0,1
1996-1997,John Stockton,82,2896.0,22.1,0.656,0.237,0.428,2.1,7.4,4.9,46.0,3.1,0.4,21.6,18.4,10.0,3.6,13.6,0.226,5.6,1.0,6.6,6.3,0,1,0,1,0,0,1,0,0,0,0,0,1
1996-1997,Karl Malone,82,2998.0,28.9,0.6,0.008,0.439,8.5,24.2,16.8,24.5,2.0,1.3,11.1,32.7,11.6,5.1,16.7,0.268,7.1,1.2,8.3,7.8,0,1,1,0,1,0,0,1,0,0,0,0,1
1996-1997,Kevin Garnett,77,2995.0,18.2,0.537,0.019,0.247,7.6,16.8,12.2,14.1,1.9,4.1,12.5,21.3,3.4,3.9,7.3,0.116,1.1,1.1,2.2,3.2,0,1,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Kobe Bryant,71,1103.0,14.4,0.544,0.322,0.393,4.9,8.7,6.8,13.8,2.3,1.6,18.5,24.7,0.5,1.3,1.8,0.079,-0.2,0.1,-0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Michael Jordan,82,3106.0,27.8,0.567,0.157,0.304,4.2,13.2,8.8,21.2,2.4,1.1,7.2,33.2,13.3,5.0,18.3,0.283,7.8,1.1,8.9,8.6,0,1,1,0,1,0,0,0,0,0,0,0,1
1996-1997,Mitch Richmond,81,3125.0,21.6,0.578,0.302,0.337,2.2,9.8,6.0,20.6,2.0,0.6,11.6,29.4,8.7,2.1,10.8,0.166,5.2,-0.6,4.6,5.2,0,1,0,0,0,1,0,0,0,0,0,0,1
1996-1997,Patrick Ewing,78,2887.0,21.3,0.548,0.007,0.434,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,2.9,6.9,9.8,0.163,0.9,1.9,2.8,3.5,0,1,0,0,0,1,0,0,0,0,0,0,1
1996-1997,Ray Allen,82,2532.0,14.6,0.541,0.328,0.274,4.7,11.0,7.9,13.9,1.6,0.3,12.8,21.4,3.3,1.5,4.9,0.092,0.8,-0.9,-0.1,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Reggie Miller,81,2966.0,20.2,0.603,0.431,0.382,2.2,9.2,5.8,17.4,1.4,0.7,10.3,25.2,9.6,2.7,12.3,0.2,5.8,0.0,5.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Robert Parish,43,406.0,14.3,0.514,0.0,0.217,11.9,12.9,12.4,8.2,0.8,3.5,15.2,20.3,0.3,0.6,0.9,0.101,-2.0,-0.7,-2.7,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Scottie Pippen,82,3095.0,21.3,0.554,0.31,0.213,5.9,13.3,9.7,24.3,2.7,1.1,12.5,24.6,7.8,5.2,13.1,0.203,4.3,1.4,5.7,6.1,0,1,1,0,0,1,0,0,0,0,0,0,1
1996-1997,Shaquille O'Neal,51,1941.0,27.1,0.556,0.004,0.483,11.6,25.9,18.8,17.3,1.2,5.8,10.8,31.1,4.1,3.9,8.0,0.197,4.7,1.8,6.5,4.1,0,1,0,0,0,0,1,0,0,0,0,0,1
1996-1997,Steve Nash,65,684.0,10.8,0.539,0.314,0.291,2.8,8.0,5.4,29.5,1.5,0.0,24.2,17.1,0.4,0.3,0.7,0.047,-2.0,-1.1,-3.1,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Tim Hardaway,81,3136.0,20.8,0.532,0.426,0.263,1.9,8.5,5.2,41.9,2.6,0.2,13.0,26.6,7.9,5.0,12.9,0.198,5.2,1.0,6.2,6.5,0,1,0,0,1,0,0,0,0,0,0,0,1
1996-1997,Toni Kukoc,57,1610.0,20.2,0.553,0.25,0.288,6.7,11.5,9.2,24.3,2.0,1.4,11.8,21.4,4.5,2.3,6.9,0.204,3.9,1.1,5.0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Vlade Divac,81,2840.0,17.9,0.533,0.055,0.306,10.6,20.0,15.5,17.5,2.0,4.7,16.7,19.1,3.4,3.9,7.3,0.123,0.6,2.0,2.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1996-1997,Sarunas Marciulionis,17,255.0,8.1,0.496,0.297,0.356,5.4,8.0,6.7,16.7,2.4,0.3,25.5,27.5,-0.6,0.1,-0.5,-0.085,-4.0,-0.8,-4.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Allen Iverson,80,3150.0,20.4,0.535,0.167,0.38,3.1,7.7,5.4,30.6,3.0,0.6,12.9,26.9,6.3,2.8,9.0,0.138,3.5,0.1,3.6,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Alonzo Mourning,58,1939.0,22.4,0.595,0.0,0.635,12.1,21.4,16.9,5.2,1.1,4.9,16.0,26.8,3.9,3.6,7.5,0.185,1.8,0.7,2.5,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Arvydas Sabonis,73,2333.0,20.9,0.581,0.139,0.49,7.7,27.9,18.2,16.9,1.5,2.5,15.9,23.2,5.1,4.6,9.7,0.2,2.2,2.2,4.4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Ben Wallace,67,1124.0,13.4,0.495,0.0,0.598,11.0,22.2,16.4,2.3,2.8,4.6,11.9,9.3,0.8,2.2,2.9,0.125,-1.6,2.3,0.7,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Charles Barkley,68,2243.0,21.6,0.564,0.113,0.534,12.9,28.8,20.9,16.6,1.7,0.9,13.8,21.6,6.1,2.5,8.6,0.183,3.2,-0.4,2.8,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Chris Mullin,82,2177.0,16.9,0.607,0.351,0.237,2.2,11.1,6.9,14.6,2.4,1.3,13.3,19.3,4.4,3.2,7.6,0.168,2.4,1.9,4.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Chris Webber,71,2809.0,20.9,0.523,0.153,0.248,6.9,20.8,13.7,17.8,2.1,3.1,11.1,26.5,3.9,4.4,8.3,0.142,2.9,1.7,4.6,4.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Clyde Drexler,70,2473.0,19.8,0.531,0.315,0.327,5.1,11.4,8.3,27.6,2.7,1.2,13.5,25.7,5.0,1.8,6.8,0.133,3.2,0.1,3.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,David Robinson,73,2457.0,27.8,0.581,0.004,0.62,12.0,23.7,18.2,15.9,1.4,5.5,13.0,29.7,7.8,6.0,13.8,0.269,5.3,2.9,8.3,6.3,0,1,0,1,0,1,0,0,0,0,0,0,1
1997-1998,Dennis Rodman,80,2856.0,12.4,0.459,0.064,0.308,16.8,31.4,24.1,11.2,0.9,0.5,26.4,8.7,1.9,5.9,7.8,0.131,-0.7,0.4,-0.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Gary Payton,82,3145.0,21.6,0.544,0.311,0.293,3.0,11.2,7.1,36.7,3.1,0.4,13.7,24.6,8.5,4.0,12.5,0.19,4.4,0.7,5.1,5.7,0,1,1,0,1,0,0,0,0,0,0,0,1
1997-1998,Grant Hill,81,3294.0,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,5.2,5.1,10.2,0.149,3.3,1.5,4.7,5.6,0,1,0,0,0,1,0,0,0,0,0,0,1
1997-1998,Hakeem Olajuwon,47,1633.0,20.8,0.531,0.005,0.335,8.5,24.6,16.7,15.8,2.7,4.1,14.8,23.7,2.0,2.5,4.5,0.131,1.0,2.0,3.0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Jason Kidd,82,3118.0,16.4,0.502,0.271,0.243,4.1,14.7,9.5,35.6,2.7,0.6,21.5,17.6,3.2,4.8,8.0,0.123,1.5,1.6,3.1,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Joe Dumars,72,2326.0,14.3,0.549,0.539,0.195,0.7,4.6,2.7,18.9,1.0,0.1,8.9,18.9,4.8,1.2,5.9,0.122,2.3,-1.3,1.0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,John Stockton,64,1858.0,21.8,0.628,0.178,0.452,2.5,8.2,5.6,47.8,2.6,0.4,20.8,19.3,6.4,1.6,8.0,0.206,5.5,0.2,5.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Karl Malone,81,3030.0,27.9,0.597,0.004,0.56,8.3,24.8,17.1,20.9,1.7,1.7,11.9,31.8,12.1,4.3,16.4,0.259,6.6,0.7,7.3,7.1,0,1,1,0,1,0,0,0,0,0,0,0,1
1997-1998,Kevin Garnett,82,3222.0,20.4,0.527,0.012,0.257,7.9,19.7,13.9,18.2,2.2,3.3,11.8,22.5,5.3,4.2,9.6,0.143,2.6,1.5,4.2,5.0,0,1,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Kobe Bryant,79,2056.0,18.5,0.548,0.241,0.501,4.5,8.7,6.7,16.0,1.8,1.3,12.4,27.2,4.5,1.8,6.3,0.147,2.2,-0.8,1.4,1.8,0,1,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Michael Jordan,82,3181.0,25.2,0.533,0.067,0.381,4.7,12.5,8.5,18.0,2.4,1.0,7.7,33.7,10.4,5.4,15.8,0.238,5.9,1.0,6.9,7.1,0,1,1,0,1,0,0,1,0,0,0,0,1
1997-1998,Mitch Richmond,70,2569.0,20.4,0.569,0.274,0.386,2.1,7.9,5.0,20.2,1.8,0.4,11.3,27.8,6.6,1.3,7.9,0.148,4.4,-0.8,3.6,3.6,0,1,0,0,0,0,1,0,0,0,0,0,1
1997-1998,Patrick Ewing,26,848.0,23.3,0.557,0.005,0.462,8.3,29.3,18.8,6.8,1.0,5.3,13.7,31.1,1.0,2.0,3.0,0.168,2.4,1.8,4.2,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Ray Allen,82,3287.0,16.2,0.539,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,4.7,2.3,7.0,0.102,1.9,-0.9,1.0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Reggie Miller,81,2795.0,19.8,0.619,0.353,0.407,2.1,7.6,5.0,11.1,1.5,0.3,9.1,23.9,9.2,2.8,12.0,0.206,4.8,0.1,4.8,4.8,0,1,0,0,0,0,1,0,0,0,0,0,1
1997-1998,Scottie Pippen,44,1652.0,20.4,0.533,0.273,0.274,3.7,12.1,7.9,26.5,2.6,1.9,12.1,24.4,3.7,3.0,6.6,0.193,3.3,1.6,5.0,2.9,0,0,1,0,0,0,1,0,0,0,0,0,1
1997-1998,Shaquille O'Neal,60,2175.0,28.8,0.587,0.0,0.594,11.1,24.0,17.7,13.5,0.9,4.6,10.8,32.9,6.7,3.4,10.2,0.224,5.7,0.2,5.8,4.3,0,1,0,0,1,0,0,0,0,0,0,0,1
1997-1998,Steve Nash,76,1664.0,15.6,0.556,0.334,0.147,2.3,8.8,5.6,25.2,2.0,0.2,13.6,19.6,2.9,1.8,4.8,0.137,1.1,0.3,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Tim Duncan,82,3204.0,22.6,0.577,0.008,0.375,10.5,23.8,17.6,13.7,0.9,4.5,15.7,26.0,5.6,7.2,12.8,0.192,2.5,2.0,4.6,5.3,0,1,0,1,1,0,0,0,0,1,0,0,1
1997-1998,Tim Hardaway,81,3031.0,20.6,0.53,0.341,0.254,1.9,9.4,5.8,41.3,2.4,0.4,13.5,25.6,7.9,3.8,11.7,0.185,4.8,0.4,5.2,5.5,0,1,0,0,0,1,0,0,0,0,0,0,1
1997-1998,Toni Kukoc,74,2235.0,17.3,0.525,0.207,0.26,6.2,10.6,8.4,23.4,1.8,1.2,14.1,21.9,3.7,3.3,7.0,0.15,2.4,0.9,3.3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Tracy McGrady,64,1179.0,17.4,0.505,0.103,0.279,9.6,16.2,12.8,14.0,2.2,3.6,12.9,19.1,1.3,0.7,2.0,0.081,1.3,-0.7,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1
1997-1998,Vlade Divac,64,1805.0,19.4,0.539,0.026,0.351,12.4,22.2,17.3,15.8,2.5,3.8,15.6,18.8,2.9,3.0,5.9,0.157,1.8,2.2,4.0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1
1998-1999,Allen Iverson,48,1990.0,22.2,0.508,0.188,0.449,3.8,10.1,6.9,24.2,3.0,0.3,11.7,32.6,4.3,2.9,7.2,0.173,5.1,0.6,5.7,3.9,0,0,0,0,1,0,0,0,0,0,0,0,1
1998-1999,Alonzo Mourning,46,1753.0,24.6,0.563,0.003,0.667,12.3,22.0,17.5,8.7,1.1,7.7,14.5,27.1,4.0,3.9,7.9,0.216,2.5,2.2,4.7,3.0,0,0,1,0,1,0,0,0,1,0,0,0,1
1998-1999,Arvydas Sabonis,50,1349.0,20.4,0.546,0.05,0.366,7.8,25.2,16.8,16.2,1.4,3.5,13.3,21.7,3.0,2.9,5.8,0.207,1.8,2.4,4.3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,1
1998-1999,Ben Wallace,46,1231.0,16.2,0.539,0.0,0.663,12.7,23.9,18.2,2.3,2.2,5.5,12.3,11.0,1.5,2.1,3.6,0.142,0.3,1.5,1.7,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1
1998-1999,Charles Barkley,42,1526.0,23.1,0.546,0.05,0.532,13.7,25.1,19.8,22.1,1.5,0.6,13.9,22.2,4.8,2.0,6.8,0.215,4.3,0.3,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1
1998-1999,Chris Mullin,50,1179.0,18.1,0.616,0.423,0.248,2.6,13.3,8.1,12.2,2.2,0.8,12.7,19.1,3.1,1.0,4.1,0.167,3.5,0.9,4.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,1
1998-1999,Chris Webber,42,1719.0,19.5,0.491,0.044,0.224,9.2,24.2,16.7,17.8,1.7,3.3,14.8,24.9,1.0,2.7,3.6,0.102,0.8,1.1,1.9,1.7,0,0,0,0,0,1,0,0,0,0,0,0,1
1998-1999,David Robinson,49,1554.0,24.9,0.564,0.002,0.689,11.4,23.4,17.8,12.1,2.4,5.3,13.6,23.8,4.0,4.4,8.4,0.261,3.2,3.5,6.7,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1
